Acquired Medium google / others,C Ity,Reg at date,Uninstall Date,Usage Days (bin),User ID,Notification Dismiss,Notification Open,Notification Receive,Quiz Count,Session Count,Share Count,Uninstalled,Usage Time,Usertime,Video Count
Normal,,,12/25/2018,,2950,34,2,43,2,10,,,,1436.622,0
Normal,,,12/4/2018,,2951,,,,0,1,2,,,935.45,0
Normal,,1/5/2019,1/5/2019,0,2952,71,5,77,63,81,16,0,0,30562.755,28
Normal,,,11/24/2018,,2954,,,,2,3,,,,860.047,5
Normal,,,11/22/2018,,2955,12,,13,0,2,,,,173.678,0
Normal,,11/23/2018,2/2/2019,56,2956,71,,72,62,30,2,1,71,4512.249,31
Normal,,,11/9/2018,,2957,2,,2,8,2,,,,2302.842,13
Normal,,,11/15/2018,,2958,6,,6,10,9,1,,,3212.186,14
Normal,,,2/2/2019,,2959,67,,68,2,1,,,,1458.684,5
Normal,Mumbai,11/26/2018,8/3/2019,225,2960,171,4,224,102,81,13,1,250,28079.738,57
Normal,,,12/10/2018,,2961,19,,21,0,,,,,245.779,0
Normal,Mumbai,11/22/2018,3/2/2019,84,2963,22,5,42,83,186,11,1,100,33179.59,42
Normal,,12/18/2018,11/8/2018,-56,2964,12,4,16,35,13,,0,-40,2339.884,4
Normal,,,11/6/2018,,2965,,,,8,,,,,849.722,3
Normal,,1/29/2019,2/2/2019,0,2967,14,1,16,13,5,,1,4,2472.227,5
Normal,,,11/6/2018,,2968,,,,1,,,,,697.1,2
Normal,Mumbai,11/24/2018,8/5/2019,253,2970,3,,10,16,18,1,1,254,9477.846,23
Normal,Mumbai,12/15/2018,5/15/2019,141,2974,,2,2,76,25,,1,151,4740.109,6
Normal,,11/29/2018,,,2976,,,1,38,24,1,,,7934.114,24
Normal,,,11/7/2018,,2977,,,,0,,,,,259.761,1
Normal,,11/29/2018,9/23/2019,281,2978,,,,3,4,1,1,298,444.132,1
Normal,,,11/7/2018,,2981,,,,1,,,,,321.6,1
Normal,,,11/13/2018,,2982,2,,3,9,4,4,,,2070.912,13
Normal,,,,,2983,,,,0,,,,,131.039,0
Normal,,11/23/2018,4/6/2019,112,2988,47,1,63,72,72,32,1,134,15423.874,39
Normal,,11/22/2018,,,2989,45,1,47,34,61,5,,,17591.114,29
Normal,,,3/23/2019,,2990,112,,114,0,1,,,,248.373,0
Normal,,11/22/2018,12/14/2018,0,2991,17,2,22,14,31,5,1,22,7780.313,25
Normal,,11/28/2018,12/6/2018,0,2993,2,,2,14,13,3,1,8,5053.568,15
Normal,,11/27/2018,12/2/2018,0,2994,14,2,16,1,4,,1,5,1085.98,3
Normal,,11/23/2018,2/2/2019,56,2995,59,26,85,6,43,2,1,71,6565.13,6
Normal,,11/28/2018,7/4/2019,197,2997,70,4,190,46,19,2,1,218,4000.297,18
Normal,Mumbai,11/28/2018,2/20/2019,56,2998,16,,23,71,86,20,1,84,26302.863,41
Normal,,,11/9/2018,,3003,,,,1,,1,,,511.127,1
Normal,,,11/16/2018,,3004,1,1,3,17,25,18,,,8106.226,37
Normal,,12/11/2018,6/19/2019,169,3005,163,1,171,29,17,,1,190,5628.426,10
Normal,,,11/9/2018,,3006,,,,0,,,,,,0
Normal,,11/25/2018,,,3007,25,2,175,1,11,,,,579.989,1
Normal,,4/12/2019,7/29/2019,84,3008,,,1,2,12,,1,108,2106.162,5
Normal,,,12/27/2018,,3009,,,,9,10,4,,,3488.496,13
Normal,,,11/10/2018,,3010,,,,0,1,,,,162.88,0
Normal,,,11/21/2018,,3011,,,,0,1,,,,197.001,0
Normal,,,12/5/2018,,3013,,,,1,7,,,,1059.471,4
Normal,,11/23/2018,,,3014,19,,23,6,37,,,,9955.565,24
Normal,,11/23/2018,12/7/2018,0,3015,,,,16,34,5,1,14,6560.253,16
Normal,,1/26/2019,1/27/2019,0,3017,,,,50,4,1,1,1,2258.376,1
Normal,Mumbai,12/14/2018,4/15/2019,112,3018,107,24,134,73,72,8,1,122,13629.788,24
Normal,,,4/21/2019,,3019,,,,2,3,,,,1221.775,3
Normal,,,11/21/2018,,3020,8,,8,5,4,1,,,3196.562,12
Normal,,11/30/2018,12/4/2018,0,3021,18,1,17,2,7,,1,4,2173.617,6
Normal,,,11/11/2018,,3023,,,,1,2,,,,518.622,2
Normal,,12/21/2018,,,3024,13,2,20,11,6,1,,,1124.363,0
Normal,,12/22/2018,12/28/2018,0,3025,32,1,37,2,5,,1,6,933.725,4
Normal,Mumbai,11/23/2018,,,3026,1,,4,109,188,5,,,21885.386,61
Normal,,,6/29/2019,,3027,138,,202,3,3,,,,1436.778,10
Normal,Mumbai,11/23/2018,10/2/2019,309,3028,189,2,293,58,21,3,1,313,12234.466,39
Normal,,,3/4/2019,,3030,42,,103,1,3,,,,784.751,1
Normal,,,12/9/2018,,3031,,,,10,3,,,,542.728,0
Normal,,,1/20/2019,,3032,49,1,50,5,3,1,,,759.239,0
Normal,,11/24/2018,,,3033,,,2,27,35,4,,,10660.453,17
Normal,,,11/23/2018,,3034,9,,9,10,1,,,,1253.983,3
Normal,Mumbai,6/21/2019,12/4/2018,-225,3035,270,2,304,3,13,1,0,-199,5770.155,32
Normal,,11/22/2018,11/23/2018,0,3036,4,2,8,13,14,2,1,1,2878.939,0
Normal,,11/28/2018,11/29/2018,0,3037,,,,5,8,,1,1,4120.747,15
Normal,Mumbai,1/31/2019,9/15/2019,225,3039,103,1,107,21,22,2,1,227,6559.694,24
Normal,,,,,3040,,,,11,3,1,,,1281.698,3
Normal,,,12/14/2018,,3041,25,1,27,2,6,,,,2125.205,9
Normal,,1/8/2019,1/21/2019,0,3042,,,,41,12,2,1,13,6652.172,18
Normal,,12/14/2018,3/21/2019,84,3043,79,16,93,71,30,7,1,97,11959.783,34
Normal,Mumbai,11/24/2018,7/24/2019,225,3044,50,13,64,31,47,6,1,242,9425.655,32
Normal,,11/22/2018,12/24/2018,28,3045,35,2,38,18,19,2,1,32,2501.653,0
Normal,,12/22/2018,1/29/2019,28,3046,,,,1,2,,1,38,1203.103,6
Normal,,11/22/2018,5/7/2019,141,3047,115,6,153,42,39,4,1,166,4648.3,0
Normal,,,11/20/2018,,3051,5,,6,0,,,,,262.973,1
Normal,,12/5/2018,4/8/2019,112,3052,4,,5,0,5,,1,124,1421.361,2
Normal,Mumbai,11/22/2018,2/18/2019,84,3053,17,,21,70,151,32,1,88,41548.333,41
Normal,,11/22/2018,1/28/2019,56,3054,12,1,17,60,78,18,1,67,19143.046,34
Normal,,12/5/2018,6/8/2019,169,3055,138,1,140,17,9,1,1,185,1925.275,5
Normal,,11/23/2018,1/21/2019,56,3056,43,6,49,20,35,3,1,59,5448.892,14
Normal,,11/22/2018,1/2/2019,28,3057,10,3,15,53,53,14,1,41,16686.867,32
Normal,,,,,3061,18,2,20,2,2,,,,771.568,4
Normal,,,11/14/2018,,3062,1,,1,7,1,,,,739.005,0
Normal,Mumbai,11/26/2018,12/21/2018,0,3064,3,1,5,74,154,29,1,25,21000.638,37
Normal,,11/29/2018,11/29/2018,0,3065,,,,11,12,3,0,0,6534.049,14
Normal,,12/3/2018,1/1/2019,28,3066,,,,16,12,,1,29,3281.478,9
Normal,,,11/18/2018,,3068,,,,10,8,1,,,1716.877,3
Normal,Mumbai,12/24/2018,8/18/2019,225,3070,5,2,15,127,324,21,1,237,49951.451,79
Normal,Mumbai,11/23/2018,,,3071,,2,3,69,43,9,,,12753.465,40
Normal,,,11/21/2018,,3072,,,,11,23,5,,,7802.384,14
Normal,,,11/23/2018,,3073,8,,8,0,1,,,,113.536,0
Normal,,11/26/2018,1/20/2019,28,3074,15,1,26,57,37,2,1,55,8381.228,29
Normal,Mumbai,11/23/2018,1/12/2019,28,3075,,,,68,20,,1,50,7149.577,23
Normal,Mumbai,11/22/2018,9/22/2019,281,3079,262,4,366,114,120,12,1,304,29144.534,86
Normal,Mumbai,1/12/2019,2/12/2019,28,3080,80,2,86,30,12,6,1,31,8029.984,29
Normal,,11/23/2018,,,3081,341,10,400,34,39,7,,,12634.394,26
Normal,,12/3/2018,9/6/2019,253,3082,252,,258,0,1,,1,277,143.428,0
Normal,,12/8/2018,1/2/2019,0,3083,,,,21,25,5,1,25,5498.16,4
Normal,,11/22/2018,3/23/2019,112,3084,,,3,40,35,3,1,121,7165.494,17
Normal,Mumbai,11/22/2018,3/25/2019,112,3085,1,,8,47,199,6,1,123,21501.812,34
Normal,Mumbai,11/29/2018,,,3086,99,28,172,85,99,9,,,20750.238,42
Normal,,,11/16/2018,,3087,,,,1,1,4,,,311.165,0
Normal,Mumbai,11/29/2018,2/10/2019,56,3088,41,6,54,69,93,24,1,73,30264.53,34
Normal,,,,,3090,,,,0,8,,,,4813.12,14
Normal,,1/12/2019,1/30/2019,0,3091,3,,3,54,5,,1,18,1783.244,0
Normal,,11/23/2018,12/4/2018,0,3092,3,1,4,17,13,3,1,11,4117.345,16
Normal,,,11/17/2018,,3095,,,,11,6,4,,,5118.123,1
Normal,Mumbai,11/23/2018,12/1/2018,0,3101,,,1,25,31,4,1,8,7661.514,26
Normal,,11/22/2018,1/3/2019,28,3102,22,7,29,41,48,10,1,42,12124.034,26
Normal,,,11/19/2018,,3103,,1,1,5,5,2,,,3092.125,12
Normal,,11/24/2018,,,3104,430,2,448,66,19,2,,,6476.038,36
Normal,,,7/20/2019,,3105,2,,4,4,4,1,,,691.519,0
Normal,Mumbai,11/22/2018,12/4/2018,0,3106,12,3,15,101,51,1,1,12,9921.473,47
Normal,Mumbai,11/21/2018,11/28/2018,0,3107,5,,5,82,29,3,1,7,8721.043,36
Normal,,,12/7/2018,,3108,16,,17,10,7,2,,,4381.429,14
Normal,,11/25/2018,12/1/2018,0,3109,,,,18,6,1,1,6,1418.272,0
Normal,Mumbai,1/4/2019,11/16/2018,-56,3110,1,,1,61,8,,0,-49,4072.971,21
Normal,,,11/26/2018,,3111,,,,11,3,4,,,1889.753,7
Normal,,12/8/2018,11/23/2018,-28,3112,8,1,9,59,33,,0,-15,8312.695,32
Normal,,,1/30/2019,,3113,,1,1,0,3,,,,528.4,1
Normal,Mumbai,2/18/2019,,,3114,,,,0,2,,,,84.45,0
Normal,,,11/20/2018,,3116,,,,1,,,,,309.548,1
Normal,Mumbai,11/22/2018,4/18/2019,141,3117,78,5,87,65,23,,1,147,8231.787,35
Normal,,12/8/2018,,,3118,2,,2,20,12,1,,,1317.938,0
Normal,,12/28/2018,,,3121,,,,4,5,,,,344.48,0
Normal,Mumbai,11/22/2018,5/27/2019,169,3126,451,3,558,24,14,,1,186,990.194,25
Normal,Mumbai,11/22/2018,3/23/2019,112,3127,61,4,67,41,44,,1,121,6743.216,24
Normal,Mumbai,11/22/2018,1/13/2019,28,3128,24,1,28,45,43,,1,52,8166.294,28
Normal,Mumbai,11/22/2018,,,3129,8,,9,39,35,,,,5829.996,21
Normal,,11/22/2018,1/6/2019,28,3135,3,,5,15,21,1,1,45,5754.001,13
Normal,Mumbai,11/22/2018,8/16/2019,253,3137,129,77,207,113,375,31,1,267,61217.924,56
Normal,Mumbai,11/22/2018,1/12/2019,28,3139,37,8,62,82,117,12,1,51,33416.967,42
Normal,,,11/27/2018,,3140,5,,7,1,1,1,,,386.456,0
Normal,,,11/16/2018,,3141,,,1,0,1,,,,411.683,0
Normal,Mumbai,2/14/2019,,,3142,13,2,20,4,2,,,,688.852,4
Normal,,11/22/2018,1/28/2019,56,3144,,,4,65,26,8,1,67,13308.608,34
Normal,,11/25/2018,,,3145,7,,8,2,5,,,,1037.563,2
Normal,Mumbai,11/22/2018,6/3/2019,169,3148,12,5,21,120,236,7,1,193,49078.813,65
Normal,,11/23/2018,,,3149,,,2,21,9,,,,877.773,0
Normal,Mumbai,11/25/2018,12/25/2018,28,3150,21,,29,53,40,15,1,30,13769.391,59
Normal,,,,,3151,10,,9,0,8,,,,1005.127,3
Normal,Mumbai,11/22/2018,5/18/2019,169,3152,3,,8,67,49,11,1,177,8314.669,13
Normal,,2/6/2019,3/26/2019,28,3153,60,3,72,21,11,1,1,48,4902.075,17
Normal,,11/23/2018,11/23/2018,0,3154,5,1,5,11,4,,0,0,708.463,1
Normal,,,1/20/2019,,3156,60,,64,5,,,,,2845.673,13
Normal,,,,,3157,,,,12,1,,,,355.482,0
Normal,,12/3/2018,12/3/2018,0,3158,11,,11,3,5,,0,0,1958.842,8
Normal,,,11/22/2018,,3159,,,,5,8,,,,1669.954,0
Normal,,,11/18/2018,,3160,,,,11,9,2,,,3985.881,14
Normal,Mumbai,12/15/2018,1/12/2019,0,3161,,,,25,6,9,1,28,3516.254,15
Normal,,11/22/2018,3/6/2019,84,3162,6,1,6,52,67,18,1,104,11125.045,17
Normal,,11/24/2018,9/19/2019,281,3163,376,5,388,50,53,10,1,299,9955.605,0
Normal,,11/23/2018,12/2/2018,0,3164,7,1,9,18,23,2,1,9,4045.055,1
Normal,,,11/16/2018,,3165,,,,3,,,,,329.691,1
Normal,,,11/17/2018,,3166,,,,11,6,6,,,2850.415,14
Normal,,,11/17/2018,,3167,,,,10,,,,,402.342,0
Normal,Mumbai,11/22/2018,8/5/2019,253,3168,30,3,47,104,56,,1,256,9368.004,21
Normal,,1/12/2019,1/12/2019,0,3169,1,,2,8,9,,0,0,2096.916,3
Normal,,1/11/2019,1/21/2019,0,3170,3,,5,57,15,19,1,10,4747.013,17
Normal,,11/22/2018,1/17/2019,28,3171,29,,32,39,16,8,1,56,5855.113,19
Normal,Mumbai,11/27/2018,5/10/2019,141,3172,114,10,126,65,51,3,1,164,13622.63,31
Normal,,12/21/2018,,,3173,41,2,176,3,1,,,,580.037,5
Normal,,,,,3174,,,,0,1,,,,324.576,0
Normal,,1/5/2019,,,3175,,,,2,6,,,,750.31,3
Normal,Mumbai,11/23/2018,2/8/2019,56,3176,4,4,8,26,44,4,1,77,6087.324,14
Normal,,11/23/2018,1/3/2019,28,3177,,,,36,21,5,1,41,3677.25,1
Normal,Mumbai,11/23/2018,1/12/2019,28,3178,1,,15,108,37,8,1,50,14108.869,85
Normal,,11/22/2018,1/12/2019,28,3179,3,1,5,34,36,4,1,51,4953.462,15
Normal,,12/17/2018,5/2/2019,112,3180,,,1,24,43,4,1,136,9290.969,16
Normal,Mumbai,11/24/2018,1/12/2019,28,3181,,,,63,3,1,1,49,1917.283,6
Normal,,11/23/2018,1/13/2019,28,3182,21,25,45,49,55,9,1,51,11711.239,35
Normal,,,2/18/2019,,3184,6,,6,11,5,,,,1063.8,2
Normal,,1/8/2019,1/19/2019,0,3185,,,,1,1,,1,11,975.359,6
Normal,Mumbai,11/22/2018,5/15/2019,169,3186,22,,26,19,62,15,1,174,13749.581,22
Normal,Mumbai,11/22/2018,1/12/2019,28,3187,,,,44,19,5,1,51,6998.532,29
Normal,,11/29/2018,,,3188,113,5,118,19,8,3,,,4021.483,11
Normal,,11/23/2018,11/26/2018,0,3189,,,,8,4,,1,3,3272.792,3
Normal,,1/12/2019,1/12/2019,0,3191,2,,2,13,19,11,0,0,6452.141,6
Normal,,12/1/2018,12/1/2018,0,3192,,,,20,12,1,0,0,3641.217,4
Normal,,12/19/2018,1/10/2019,0,3193,,,,3,,,1,22,457.952,1
Normal,Mumbai,11/23/2018,1/15/2019,28,3194,1,1,10,67,82,31,1,53,19624.757,45
Normal,,12/29/2018,1/14/2019,0,3195,21,,21,34,14,5,1,16,4718.208,11
Normal,,,12/21/2018,,3196,30,,30,0,2,,,,213.08,0
Normal,,,11/20/2018,,3197,2,,2,11,2,,,,602.128,2
Normal,,11/23/2018,6/23/2019,197,3198,177,2,174,43,44,1,1,212,9620.493,34
Normal,Mumbai,12/10/2018,5/25/2019,141,3199,,,,7,3,3,1,166,1823.937,7
Normal,Mumbai,11/29/2018,3/16/2019,84,3200,,,,72,68,2,1,107,18110.897,25
Normal,Mumbai,11/24/2018,3/11/2019,84,3201,72,22,95,71,77,10,1,107,14437.062,34
Normal,,11/22/2018,1/26/2019,56,3202,53,,50,59,29,1,1,65,10031.257,29
Normal,Mumbai,12/3/2018,2/26/2019,84,3203,2,1,6,67,38,11,1,85,12343.784,30
Normal,,11/23/2018,11/18/2018,-28,3204,26,8,39,33,70,7,0,-5,12182.723,29
Normal,,12/20/2018,,,3205,,,,4,11,,,,2081.548,9
Normal,,11/23/2018,12/1/2018,0,3206,6,2,9,15,22,3,1,8,4660.504,15
Normal,,11/23/2018,,,3207,24,1,25,16,19,4,,,4993.03,16
Normal,Mumbai,11/23/2018,2/6/2019,56,3208,74,4,83,83,87,6,1,75,14156.585,33
Normal,,11/23/2018,11/28/2018,0,3209,1,,8,13,4,1,1,5,3464.843,15
Normal,,,11/19/2018,,3210,,,,11,2,1,,,719.828,0
Normal,Mumbai,11/23/2018,11/20/2018,-28,3211,16,,11,49,25,,0,-3,3839.921,10
Normal,,,11/18/2018,,3212,,,,11,,,,,630.968,1
Normal,Mumbai,11/26/2018,1/12/2019,28,3213,25,2,28,26,21,6,1,47,5089.438,18
Normal,Mumbai,11/22/2018,1/12/2019,28,3214,2,,4,48,47,2,1,51,15049.561,48
Normal,Mumbai,1/8/2019,2/16/2019,28,3215,2,,3,72,11,5,1,39,10429.216,21
Normal,Mumbai,11/24/2018,8/4/2019,253,3216,25,1,27,22,20,7,1,253,4865.524,19
Normal,Mumbai,11/22/2018,1/4/2019,28,3217,15,1,16,50,55,9,1,43,7926.476,26
Normal,Mumbai,12/18/2018,3/15/2019,84,3218,87,8,99,65,49,8,1,87,9572.391,23
Normal,,11/24/2018,1/8/2019,28,3219,,,,18,15,,1,45,2047.034,1
Normal,Mumbai,11/22/2018,1/12/2019,28,3220,2,8,20,85,61,8,1,51,17226.85,63
Normal,,11/28/2018,,,3221,70,3,76,69,16,12,,,4819.188,20
Normal,,1/12/2019,1/12/2019,0,3222,1,,2,58,10,1,0,0,3606.51,20
Normal,,11/23/2018,11/30/2018,0,3223,,,,3,5,,1,7,1495.92,6
Normal,,,11/19/2018,,3259,,,,0,,,,,77.705,0
Normal,,,12/12/2018,,3234,,,,0,,,,,66.122,0
Normal,,,12/16/2018,,3250,22,,23,0,1,,,,438.123,0
Normal,,,1/11/2019,,3252,33,,41,4,1,,,,198.251,0
Normal,,,,,3228,138,,160,0,2,,,,397.45,1
Normal,,,12/8/2018,,3253,5,,6,1,,,,,388.011,1
Normal,,11/25/2018,,,3225,,,,1,2,,,,344.033,1
Normal,,12/24/2018,,,3235,157,,156,2,3,,,,992.186,3
Normal,,1/4/2019,3/5/2019,56,3254,63,,96,3,6,,1,60,995.201,3
Normal,,,2/17/2019,,3232,,,,4,3,,,,930.362,5
Normal,,,,,3261,,,,3,1,,,,1235.51,6
Normal,,,11/30/2018,,3226,9,,9,4,3,,,,1954.19,13
Normal,,11/22/2018,2/13/2019,56,3243,,,4,34,37,,1,83,6535.683,17
Normal,,11/23/2018,2/21/2019,84,3248,,,,8,3,1,1,90,2193.514,3
Normal,,1/14/2019,2/6/2019,0,3258,1,,1,69,9,1,1,23,8115.079,28
Normal,,,12/8/2018,,3229,16,1,17,13,4,1,,,2300.701,1
Normal,,11/23/2018,12/24/2018,28,3224,25,,31,13,8,2,1,31,5359.421,15
Normal,,11/23/2018,12/22/2018,28,3247,24,1,30,2,8,2,1,29,2634.081,6
Normal,,,11/22/2018,,3239,2,,3,13,8,3,,,3985.389,0
Normal,,,2/6/2019,,3246,,,,13,2,3,,,2145.634,1
Normal,,11/22/2018,2/24/2019,84,3240,7,1,8,62,32,4,1,94,8840.388,27
Normal,,11/22/2018,11/24/2018,0,3230,4,,5,10,13,5,1,2,4375.248,10
Normal,,11/29/2018,1/8/2019,28,3262,18,4,32,39,60,5,1,40,12844.617,28
Normal,,11/23/2018,,,3257,52,2,72,26,18,7,,,7786.825,10
Normal,,11/22/2018,12/3/2018,0,3256,,,,60,47,10,1,11,16118.086,38
Normal,,11/23/2018,,,3244,,,1,15,25,11,,,7911.021,7
Normal,,11/22/2018,11/25/2018,0,3249,8,3,18,26,77,14,1,3,29653.305,8
Normal,,11/22/2018,2/9/2019,56,3231,19,3,23,62,63,19,1,79,8664.87,18
Normal,,11/24/2018,1/15/2019,28,3251,8,1,9,42,103,28,1,52,24132.308,23
Normal,Mumbai,11/22/2018,4/23/2019,141,3233,,,,29,31,,1,152,7483.215,27
Normal,Mumbai,6/22/2019,8/23/2019,56,3242,38,2,138,24,16,,1,62,7736.231,35
Normal,Mumbai,12/3/2018,,,3227,48,3,86,4,19,,,,3628.006,19
Normal,Mumbai,11/24/2018,12/20/2018,0,3236,10,,15,36,21,1,1,26,3428.576,11
Normal,Mumbai,12/10/2018,,,3260,12,2,749,4,21,1,,,2695.403,7
Normal,Mumbai,11/22/2018,2/13/2019,56,3255,,,1,55,36,11,1,83,10619.996,26
Normal,Mumbai,11/26/2018,6/17/2019,197,3241,9,4,20,83,128,32,1,203,20493.392,36
